p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,g,Generative model,snr (dB)
0.022348,0.01176,0.047002,0.0631,0.013733,0.038198,6.89e-05,0.04178,0.023761,0.036778,0.090821,0.023391,0.006497,0.03268,0.08471005,wang,30
