Iteration,Walker,Theta_0,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Outer Cost
1,4,-4.975156698256667,-3.525158853876291,-5.990988657454201,-6.197219880950619,-4.391545658775275,-3.67288996984239,-6.724806624140159,-6.479608816589875,-3.299561067218244,916.2010880574026
1,5,-8.11282585583219,-4.3414445435625835,-8.111541027000747,-5.132976393548099,-6.059003236827965,-1.7077902047236102,-2.530145103934106,-7.16166324575992,-0.5305721712564888,6147.820773541116
1,6,-5.049365372242908,-9.965075199380745,-3.799859062449684,-5.03145115689016,-6.499496646126662,-5.985281817007188,-3.8384159724966302,-6.4701095131829005,-1.152701676933741,2421.109216309165
1,7,-6.128673570769107,-6.605842157080639,-4.583288219820909,-3.079209171495478,-9.023729149616827,-10.500871899633648,-4.767410872176034,-5.949023355264653,-0.7133083592111613,5247.652115875831
1,8,-8.7231989466799,-3.0537320603549354,-5.314774343933327,-5.190387030662452,-5.937194229289617,-7.647793119555524,-2.428175104037691,-6.404576346648697,-6.209159551042962,1089.4464345337146
1,9,-0.053441132082428844,-6.762721987734963,-5.503617928588559,-4.180834757081493,-4.0819732417256,-7.269572088668495,-1.6883451102225093,-5.256121391213412,-4.100867670076673,991.9237177869186
1,10,-7.7953791065471165,-3.796645187539541,-3.079684114668187,-4.742338899422899,-8.607141954966725,-5.288755094217038,-2.322954605577988,-7.280542419912962,-0.36645863089104713,10371.31190589905
1,11,-5.744212004486183,-6.4188392719663465,-0.611534388729357,-2.882432898017891,-6.396242030816363,-4.035864099429945,-5.999775712787921,-6.4212514246121986,-3.1112219584891143,899.4316268830322
1,12,-1.3951252508974914,-6.796449417178607,-1.8301954141196144,-6.1758661352340285,-9.07240979672971,-6.2096196394545915,-3.179443296023774,-3.2680373267354175,-1.9112839806131452,943.1949694785676
1,13,-7.6440465030939855,-6.757366746435829,-4.65721931144894,-7.200687833527896,-8.231575214421254,-3.859142835539469,-2.413720600394127,-6.891163174371923,-4.857138322873577,1054.4401858358246
1,14,-5.377795242212803,-4.7937781911768,-4.676255326597268,-4.128742825124793,-6.386678300740641,-3.021072683158498,-4.037787793735717,-6.300849382894014,-4.202148206418116,1015.9754720859185
1,15,-4.4673730384572234,-4.87384006468056,-3.3267894087689136,-8.674636810769893,-5.066598830256435,-6.2450658857509005,-6.637869051870759,-9.135750996115945,-3.354561333908121,923.4913479932579
1,16,-6.627175305551429,-4.515411079661564,-7.933713337270457,-2.1136849883380595,-6.242533361387939,-7.107741628867717,-2.9906345283564666,-4.009281640564721,-3.0084282895515986,881.0451733949394
1,17,-5.591983429543538,-8.6797650760614,-0.6234502994219406,-3.049375618537897,-6.936369167323656,-6.948213777926087,-3.913509726452147,-9.660674020848823,-1.0530166696420498,2727.8557513160195
1,18,-8.661509019506234,-4.577991361011354,-1.6297103211206259,-4.647897022852837,-8.17538047080075,-2.9116816543736883,-2.7476884145290867,-3.955980911212386,-4.923557537939917,1058.970077552961
1,19,-6.6618280252389495,-5.9043745040919005,-5.7022256426858275,-4.4080914884207845,-1.871165943872807,-3.631428744140395,-4.626075367731885,-4.725480435898715,-7.473462669149356,1099.2106779275805
1,20,-5.577061733433292,-3.5156236850169007,-0.43454467683521436,-3.7731307107635024,-7.799744012899801,-2.93796700599035,-6.780715809827816,-8.523073729560902,-4.159442919534415,1015.627414142031
1,21,-3.340281937228866,-9.522252704237308,-3.118001756935831,-5.658982782081666,-6.370412859686427,-5.634234916668315,-3.552192126868621,-4.657634046145962,-0.8342875366540956,4283.375785685176
2,0,-3.391248297373804,-7.266510633303197,-3.4479450475714897,-4.121738395199976,-6.635932877612591,-5.122765454696937,-7.370312543963283,-4.26698616185954,-3.9583175519240865,994.1473855706088
2,1,-6.816756008452606,-8.610679088186334,-6.5171694920798435,-3.906565008112176,-4.54401033809861,-6.251068883817881,-5.7863603794107314,-7.672964518009493,-1.764825372395601,1049.4345854577882
2,2,-7.618076376495102,-3.5273052575754464,-6.107237759943142,-6.959143298972937,-3.3616390656932373,-5.164804926119769,-7.532828746737393,-4.648227066710426,-3.7056941602929854,967.055384045012
2,3,-6.443510448690411,-3.725835685865535,-5.6045695454757,-4.334642964214645,-6.875345920444021,-9.084903995898383,-7.88818686142611,-7.027201159824097,-2.918682505116694,864.0795550877931
2,4,-6.309940549161741,-4.524848063756437,-5.0248812611416485,-4.123050100893518,-6.646870070339866,-5.534542787778038,-4.706665564354408,-8.123651068030465,-5.463674101333313,1075.959332133048
2,5,-5.851500199014869,-6.777236207934584,-5.783159979159023,-3.9932008817079905,-6.9662413006163,-3.320762063853018,-2.232062452154117,-3.7976131494816503,-2.3865184961172545,823.4542654674145
2,6,-3.175403608771423,-4.731469625820019,-4.583266076602883,-7.057802708386982,-5.695496947392735,-6.7306588049378835,-7.074234063727019,-7.51194629596534,-5.009785771741864,1060.918800540684
2,7,-4.483887926723076,-5.461740500303802,-3.2943864591722933,-3.3566505972933545,-4.510443189671615,-5.237099284613393,-6.185032280229037,-5.883415565243759,-6.732421900052566,1095.1481251777152
2,8,-3.0643769728011723,-3.9894460865419674,-3.551588289235553,-4.141364736557102,-9.091565178158337,-5.209720649296754,-4.40845956741281,-5.925532940433705,-2.7098763707160867,839.1184308287956
2,9,-5.857337492351787,-5.233295381068864,-4.099799825360888,-3.6352706700116046,-6.583888170254769,-6.300312621044126,-5.430900418281494,-6.117555169485719,-4.760941480313117,1050.4391514405531
2,10,-4.488130578106809,-5.9136367119886,-1.36514780038872,-5.14063899642666,-6.737785522621394,-5.226550110430984,-4.313552178266574,-9.929060547916908,-3.4223961007011354,934.6142846456515
2,11,-6.047247678640762,-6.128540581238254,-4.684508202295908,-5.983051592276704,-2.613298317716248,-7.890610568521327,-4.179124777473111,-7.839618728247433,-3.7752690226251953,975.6936679169586
2,12,-6.273453430220428,-6.815291249415095,-5.126615984255586,-3.8903716558011925,-8.766031867133256,-5.791140196947128,-4.987723681444224,-8.85657077546072,-4.916066669075199,1057.539025709446
2,13,-6.924691197472795,-3.720089497968438,-2.029214385747914,-5.503278295184337,-4.708915083027565,-5.990369087914393,-9.592379918322507,-6.250617049338431,-4.795445564675048,1051.9351722011452
2,14,-3.083760960671184,-6.760064093919094,-4.125248697699401,-6.580966971960933,-7.345910659312632,-4.237761239156136,-2.305385561623511,-6.635189990719797,1.161279937270891,58431.64365040586
2,15,-6.289092485159797,-3.2771855489961617,-4.323569765556158,-5.27428763495459,-3.6679922363937516,-8.527610141681365,-4.006948443543701,-7.968590908655145,-6.753380603428363,1095.1216938470468
2,16,-3.2955397149995016,-5.340688382149042,-1.5903776139240335,-3.8365113640696693,-8.503023801000907,-4.6897197108161945,-3.0228167573694025,-4.791785911843551,-4.937226436036722,1058.6766058959379
2,17,-5.490876898201614,-2.1184178277260117,-6.1152309906783024,-6.785272109778187,-6.122373363161319,-7.060043182341521,-4.7455503463128945,-5.371320226121936,-5.393670648076811,1072.7258185778821
2,18,-4.221854716095182,-4.511741225203371,-2.454117890701921,-6.544670868514489,-5.382946016991528,-5.446043549824705,-6.07472226683804,-6.323909824526742,-6.400452804323086,1092.0804609250365
2,19,-1.6329936524482358,-3.7577198642230774,-4.769667177557574,-2.959027138560586,-7.267841683461526,-4.086823922286189,-7.44054587062292,-6.324394787280975,-1.6074813444615321,1226.650990638431
2,20,-2.252332407687627,-9.288300811081319,-2.9894444756696377,-5.032013210798802,-5.40623917767849,-2.8671611847014713,-7.782174825082352,-9.80245878918702,-3.3890647814637935,929.4261563058917
2,21,-4.637678264442815,-4.262238895411458,-3.5695195522764633,-5.397816922288682,-1.33218730582308,-7.365550926011462,-6.178308149430113,-7.691071265099802,-1.8295952045086419,943.70375160414
2,22,-7.609502152489353,-6.107290764093818,-3.0943576787476457,-3.9958452093801395,-5.294978740263193,-3.762331645798418,-5.434577228842719,-8.934678981039992,-1.4059668684444708,1570.2192743934922
2,23,-4.936605014713907,-5.141894340856506,-3.7688713445673745,-4.088083602647027,-8.36454317548185,-3.2035012486432177,-3.0442047533869663,-4.644044118794981,-4.6813562863806,1046.8449915842698
2,24,-6.989771522752026,-4.139732818609154,-6.1554772917224305,-5.644091055336707,-3.874965026607029,-3.7735951794229745,-4.581470608722007,-6.291870306816842,-6.248500760158586,1090.4189555696971
3,0,-3.77140008290994,-6.7588103230208585,-5.385918805179578,-2.7166480647913094,-6.806607729088961,-4.004072059461164,-6.187062118698668,-7.316612370958945,-1.17697890899325,2222.420162197551
3,1,-2.762558898889686,-4.117293360741668,-4.754398057772074,-3.456061595487923,-7.149580539388725,-7.350008182631528,-8.57337256586043,-8.555527598402671,-4.259336702983072,1018.4520876985328
3,2,-4.352715813997584,-3.8960172455791153,-1.4320533837878031,-4.499264425917006,-8.185392552242314,-5.820593710491812,-7.324485343846388,-10.459813067038331,-5.653008856090425,1080.650334802633
3,3,-7.528247372773812,-5.200400557347064,-3.0408273367034147,-5.295581665225734,-7.058794488609683,-6.050068700724537,-4.094595186023998,-4.334070618735076,-2.018651579650593,895.0831349922707
3,4,-2.62192634162321,-6.693934233210958,-5.659367287694312,-3.459532411517406,-5.947207946256755,-6.304922030536162,-5.088356156231343,-9.639560478467054,-2.6939070788145054,837.4949691146679
3,5,-5.191648390335805,-6.272303066560821,-5.8992979452540455,-5.647403091046084,-5.121686390397063,-4.024985149687602,-4.878659276742527,-5.026249556105755,-2.4734614516503797,825.066051441795
3,6,-3.435996995945107,-3.693722930533334,-5.750280595580252,-5.933132920515961,-5.902817330745099,-6.344552220812202,-3.9572981172761965,-4.353594506200098,0.4045207895674867,33272.26628506207
3,7,-2.097946199071781,-8.429789415210513,-3.418064182528664,-8.712114179498746,-8.461865786947826,-6.116266512078879,-3.7562698418801665,-6.713216928658422,-4.2361977624476035,1015.7376293790688
3,8,-5.356669449370551,-7.712674934703031,-3.149677924777886,-4.124756432729859,-6.532952444713582,-3.1194285274738514,-3.591315365519959,-4.160220500028332,-1.3572783340688488,1654.9910428481446
3,9,-4.715033694599171,-4.136617911693111,-5.914777370974628,-2.6323375899391297,-3.938228642681799,-9.270659614502863,-6.859067390474016,-7.799133010456985,-0.8373515784571697,4130.033738315363
3,10,-5.198728244506556,-4.29086268567142,-3.979838366260154,-3.776176606394573,-5.980741540640673,-6.099525278932694,-4.1274933958682904,-5.551032887165332,-2.737749976170848,843.5778716777281
3,11,-6.084739442208689,-4.950888305546537,-6.132109916722928,-3.9661897744342696,-10.246868708781555,-4.002790085135631,-1.4420856028196058,-5.520639996157337,-2.0431477062555463,884.1331224142702
3,12,-8.398179821999193,-6.837352069144156,-5.545695890700539,-5.2963292451639274,-4.827442364879371,-8.404327282446843,-7.794582121736005,-7.250567604369962,-2.8760587990366977,859.6853926620939
3,13,-5.71220297726045,-6.47194144401757,-5.65110357152967,-7.096943126067551,-5.649483393706776,-4.46267894089274,-5.792907342770134,-5.8094807633572385,-6.005702879457269,1087.0623277789393
3,14,-6.054656243094872,-6.046618009816342,-5.489990518999985,-5.3918914729987755,-7.671948954757542,-7.786022272496843,-6.186035972399285,-6.463550733146368,-2.2777164759891892,832.991458138577
3,15,-5.9496874530895685,-4.067285815249899,-2.398080185951776,-3.272067831284792,-8.538151780041131,-7.156153163348543,-3.550752247261713,-5.766800588252277,-5.24339795853984,1069.734873423154
3,16,-3.19182365764748,-6.395837983579252,-1.7244590203642076,-6.090429739658759,-6.445073178842002,-5.230432818478392,-3.2101933474149953,-4.820800387546959,-1.2988479125985668,1890.3577643079516
3,17,-5.885234091113535,-7.600477132621942,-2.3821197982808617,-3.2608668187623495,-8.736406109302393,-5.673133557428236,-4.883712462660943,-7.837503382660624,-4.470131215812142,1034.644409270942
3,18,-4.395958094290808,-7.960780703475077,-5.753694210896844,-4.919103538724882,-7.9201440865695005,-6.465685865381364,-5.25605988040386,-5.836511016432337,-1.5918840082681824,1261.2136648647358
3,19,-5.847168247008265,-4.9663910624762,-3.6601581688542995,-3.963084843589348,-2.7861002553618537,-7.093539485988632,-2.095581539926218,-4.484954888152661,-0.5663397990817338,6916.018146105365
3,20,-6.72178033032446,-4.091567789277829,-4.257168345998627,-4.560830187131407,-7.877398107525314,-5.997910964685827,-4.911162890011504,-4.488768126851735,-1.0170899733703371,3087.0647796904414
3,21,-4.430551734110322,-8.75890672512954,-0.44414609535783045,-2.998644731155702,-9.727916951271741,-5.1736627331645275,-5.184214883996674,-5.625916383255247,-1.5422604124782546,1285.351432314175
3,22,-7.497581938869586,-4.365727879929812,-2.1370370012014006,-2.7634410424157547,-6.8723419019708505,-3.5150627460043466,-9.023543665872705,-7.469792981824995,-1.9596184770459448,906.1216272377787
3,23,-5.284659071784104,-6.285730992992158,-4.836502085313647,-3.2108185137854073,-6.4618489779461274,-2.310322704140963,-5.436233072096085,-3.970153198438063,-1.1177860796787393,2255.5617283405186
3,24,-6.855673398516621,-6.907850904167543,-5.195165923339778,-6.689597379834698,-4.924924871425538,-4.4493431963883,-3.9727934798683346,-5.313129295667214,-4.652775390947732,1044.7502238687352
4,0,-3.7524873254674755,-5.979012805776615,-3.8063876871120956,-3.1181034131712244,-5.1574221573095755,-8.742431121418715,-5.269845699240567,-7.621614375083313,-0.5654464167258824,6877.08810886523
4,1,-6.07894132593347,-7.361367489202966,-7.196548668347725,-4.459220689148543,-6.910185414685926,-6.024874011286276,-5.172644425077529,-6.9472573152666754,-2.2749107460846174,832.7304326184668
4,2,-4.866047652686132,-4.753681036915765,-5.740940883279224,-6.081048624426138,-7.966655545423555,-6.36280900201531,-5.482720937528319,-6.636822837982847,-1.8203991005563993,1011.7305713196172
4,3,-6.260816666211163,-6.877959183036922,-4.390610563993743,-3.8974288956091527,-6.713101049171873,-7.082659005816898,-5.155803349937855,-7.931024243081694,-2.287866137819586,831.5565037515906
4,4,-6.231077955980045,-4.643951628027246,-3.8039699119555572,-4.109105360486982,-3.7349716331259493,-7.203967063772258,-6.150634818542578,-5.117416968027789,-3.866702823184684,985.0273695160362
4,5,-6.240234954189388,-5.012934249507282,-7.180526247410356,-5.3857628349414775,-2.870381882602548,-6.27572429520058,-9.439639339821891,-5.434013395736669,-1.1063741239242857,2553.3382029257345
4,6,-5.830742164842331,-1.9302761795273753,-3.9853937820304255,-2.53827837961491,-5.8456279119793555,-3.702997724981177,-4.872392886335499,-4.283115383495414,-4.6427170305869225,1042.7394156254834
4,7,-3.3342406125723083,-6.46844077181523,-6.331502147130734,-6.237099839090973,-5.816133275573011,-6.481187413340725,-5.942193504158451,-7.756542218242197,-3.8460968718637307,981.5629246028051
4,8,-6.839408268437588,-7.291771005686887,-5.889672862308406,-4.552836942524756,-8.027590432560906,-3.233803819792973,-2.6073057572323886,-5.321505282446589,-3.057151269413009,883.5864424692803
4,9,-6.328236705475083,-5.356546034409425,-5.631100376729782,-3.5545727437781256,-7.139239424733738,-6.1688553159224595,-4.560935704240357,-3.5024014637294965,-1.5474122593955963,1318.5055060063632
4,10,-7.406082106410694,-6.9080789814761,-6.181976963106563,-5.234837428409879,-8.42390361921428,-5.34401465969502,-4.567538162527439,-5.390959253705607,-2.927197146792838,866.2939953494594
4,11,-4.516057826296157,-7.439892608223401,-7.5957166475846645,-6.65801731308853,-8.16373353749661,-7.266220895543094,-4.297840330885431,-6.6602985928326115,-3.2296151100565034,906.299901013448
4,12,-6.437433137748118,-4.662463929180982,-6.237244571227881,-4.2898543433950085,-8.314163220435338,-5.0749843584844925,-4.931219578662434,-5.182634770904093,-1.440649078067535,1532.1951703947414
4,13,-4.3209700009699725,-3.448364104169103,-6.904935898547879,-5.160472624168566,-3.157672639435782,-6.294232260321321,-5.349664410897685,-6.225091581171669,-1.1159011747767833,2585.527432674458
4,14,-4.352716258841815,-5.1754828215331,-5.5186491791847985,-7.359741681203549,-5.762903474823894,-7.885687401593514,-7.043978539185549,-8.686661415785402,-3.3268953887216473,919.4624773540689
4,15,-3.511012161281941,-7.007155729479797,-4.850936362154929,-7.773297411669799,-3.462689702212839,-4.329078965104176,-3.7528138268806877,-9.328683918922685,-4.166775495506766,1011.8608592801882
4,16,-5.098386407882861,-6.280411792338515,-5.111405392180714,-5.163058491897616,-5.43620350430324,-7.0904267794206985,-8.298275004864458,-6.365242657915535,-4.230735400466532,1016.8774603171709
4,17,-5.441696148396493,-5.092328475218875,-6.97347120247,-2.9878645885747037,-7.058378420269297,-4.723828826559114,-2.9155938955181,-4.750306794931815,-4.2609950280627515,1019.7225195508242
4,18,-7.230443259533352,-6.035494565431625,-7.270199271956454,-4.935247345035143,-6.07832968002015,-4.821196992272505,-7.227992264994924,-4.987158217729219,-2.5476673116007134,828.7359508575348
4,19,-5.886053135294663,-5.617598709095949,-5.841298131294461,-4.306406835871795,-7.759030236216842,-2.711565213405217,-8.000983036643188,-4.5141053624098575,-3.226839048074062,910.79774993477
4,20,-7.3845689223283895,-4.658526203298431,-4.270131372864819,-3.8599889317419063,-7.664308628615617,-6.256426689178756,-2.9512040141164535,-7.276141020349735,-4.338110455793236,1024.3455249233493
4,21,-4.590543049351907,-5.56084023649321,-1.9423645424915352,-4.978447646740505,-8.049252978383667,-6.363627202001546,-3.2197516460693523,-7.8936443582907305,-3.49775218463166,942.3729450323829
4,22,-3.498433194800047,-5.948326770866376,-1.8483685650179917,-4.227043975027539,-8.657468426203142,-4.818410973598178,-7.449182114203342,-7.885997408851249,-2.6851480024975296,839.4907615691932
4,23,-4.231975138348308,-7.326800154526195,-7.632170625050654,-5.067834132578171,-8.96921727082411,-9.90509392159422,-5.334477373292489,-6.355673706294558,-1.8732697418257527,970.9434107778458
4,24,-7.107613999872415,-6.348038235005511,-8.390947135307055,-3.9555262524328327,-5.951671774114819,-6.348458430317519,-3.2269956295465536,-7.478057736734025,-1.2920628277090092,1922.6432696443615
4,25,-4.306442710125182,-6.482911024365458,-5.141086734536537,-3.7254577833034093,-3.683932049953896,-5.783199262668664,-5.611191209128071,-4.440286681672811,-4.579229804929688,1041.1734901013929
4,26,-7.507577249352877,-5.59670841082319,-6.107417975247305,-5.386400966511504,-5.564544033227206,-6.604869783368024,-3.3869896930952974,-6.140512288466571,-3.5576117668914105,949.0061425920778
4,27,-4.0609202511512565,-5.264910241049179,-2.6503438852260457,-4.497654052161574,-6.950269046131193,-7.057868532109129,-6.686461760144235,-8.784815641847695,-2.4849398896789237,825.9985548802782
4,28,-5.412534008896655,-7.134967859355518,-4.868445536762383,-4.266977702729437,-5.767364504013026,-5.8153829660929794,-4.241361184631138,-7.893791986059767,-3.029515596269607,879.6845366545174
5,0,-5.4882955565029174,-4.692077916092994,-3.7123621414655092,-4.342180640879321,-6.562442176897648,-7.701703168962298,-6.430742408123584,-6.371498806422771,-2.0442066466739006,885.0086928642376
5,1,-5.557823664878776,-8.882587386879294,-5.433042360190302,-6.385113287032949,-7.262080105685532,-7.483633570488979,-7.097237540134709,-7.8122746904492,-2.405319102302969,825.3563387695856
5,2,-3.220932154105595,-6.454485217875472,-2.129621542006977,-4.521573815018417,-6.708515488810509,-6.131950654165253,-6.366457468205907,-8.796869052898185,-4.571170165226099,1040.1241563196634
5,3,-7.502778796706796,-5.093941863500759,-6.70353058208723,-5.022466647020796,-6.109609645654036,-5.576985115801206,-6.003591044007612,-8.14346523394682,-2.808368942252327,851.2072614635873
5,4,-4.986140414002415,-4.682864055011615,-3.4733257287520196,-5.996254331525652,-7.198532175945492,-3.780827938265896,-5.9213520886793,-6.818024729390901,-3.220324278343403,906.3840870604344
5,5,-6.696204935294622,-6.513205537122995,-6.7681548601687815,-4.841359778129101,-8.706514585830734,-5.982428302835722,-3.679911453870807,-8.47384898139794,-2.173973810174249,848.0215198059728
5,6,-4.39623313382714,-6.051218710918931,-4.44801602464966,-5.748533558998905,-6.309673223543003,-4.341806599146377,-7.458528200295606,-8.004317566317289,-3.3722291324040374,926.4583820604021
5,7,-7.053194592184185,-5.182967112615527,-6.132417182096484,-4.94190516746511,-7.430917663888244,-6.202099016945129,-5.775957260554174,-7.776308426933921,-4.371101491828725,1027.053109163957
5,8,-4.66589825041803,-5.274020957812779,-4.651638845882867,-3.4517631228038983,-6.036850016416444,-7.170952686598149,-3.0817886523129028,-8.728259454965928,-2.616880628756386,831.7328003206671
5,9,-6.43748839464003,-5.210834131802916,-2.810513481587168,-4.507402266245314,-6.804604338348593,-4.706841019041853,-8.90852581197744,-7.3446737571393195,-1.5403871039766592,1332.8575898806619
5,10,-3.288417343745153,-3.9457720354251395,-5.829037590957389,-4.1446901099840385,-8.551652277292865,-5.649975466770176,-3.4622268214459906,-5.894736254049148,-3.227940721055527,904.7238529078629
5,11,-6.12165473671372,-7.489542923930248,-9.165829381599924,-5.463063641551647,-5.615002727756872,-5.7270293908813885,-6.9744202291378485,-6.293797009180976,-1.484232428915016,1442.02396760531
5,12,-5.871250422602611,-6.245675251991844,-3.6434758188448324,-3.6202227131755427,-5.872443789700958,-4.977479225530973,-4.6901343376717675,-6.544020198857605,-1.7355107452065632,1075.3647163757778
5,13,-5.500073262705384,-6.133453657869328,-6.207411101244792,-4.324723893865571,-8.469680712217361,-6.1370669689854305,-4.056989590887337,-6.596225465720292,-2.8923600308308757,861.3702306916257
5,14,-3.3695435077485145,-8.390659750850567,-6.81528921430372,-2.6234340734425308,-6.749106549229335,-7.089718865835111,-6.9943237231208775,-8.817587907494449,-2.9989447657641963,877.2385331841245
5,15,-3.9004165048339097,-6.387736074230743,-7.471388249739371,-7.101595892256887,-7.342608901374499,-4.887858561239262,-4.4928357168308715,-7.050622760227889,-2.3551801802919963,825.6884366992166
5,16,-7.85100731221928,-7.326761543063939,-7.596721958272449,-5.481228754218881,-9.391029985402925,-5.738768823644878,-5.854134881500891,-6.709004859151298,-2.5344733475400276,827.5804935648962
5,17,-5.227719303398799,-7.052827909880985,-2.0372150736125003,-3.651283458335218,-7.7948614617635394,-6.240597396570715,-5.196503594085602,-5.485116637451276,-2.4577858647140007,826.9846547907594
5,18,-5.305785594268132,-4.7894388301218,-7.210713217303624,-3.694889870403477,-6.037313942643215,-5.862515923655435,-8.307335971987513,-6.962556602624477,-3.084538469906515,887.5514323037473
