p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,g,Generative model,snr (dB)
0.0085318,0.083176,0.012628,1.03628e-07,0.2702763,0.01580004,0.076669948,0.0224575,0.1490338,0.02431569,0.000558072,0.0406619,0.08471005,kemp,30
